lat,lon,alt,temp,dist,vel
-24,185749;-47,001549;54,000000;669;5,791907;20,850864
-24,185806;-47,001572;54,000000;670;6,720201;24,192724
-24,185854;-47,001591;52,000000;671;5,709688;20,554876
-24,185909;-47,001610;51,000000;672;6,502671;23,409615
-24,185978;-47,001621;52,000000;673;7,722951;27,802624
-24,186045;-47,001633;53,000000;674;7,479752;26,927105
-24,186113;-47,001640;53,000000;675;7,628947;27,464209
-24,186176;-47,001637;54,000000;676;7,035550;25,327978
-24,186235;-47,001633;54,000000;677;6,656833;23,964600
-24,186279;-47,001614;54,000000;678;5,184789;18,665239
-24,186325;-47,001579;55,000000;679;6,189336;22,281610
-24,186371;-47,001549;57,000000;680;6,002274;21,608187
-24,186415;-47,001518;58,000000;681;5,662823;20,386164
-24,186449;-47,001484;59,000000;682;5,381956;19,375042
-24,186476;-47,001446;60,000000;683;4,759516;17,134258
-24,186512;-47,001377;59,000000;684;8,092436;14,566384
-24,186535;-47,001339;60,000000;686;4,541365;16,348913
-24,186596;-47,001274;60,000000;687;9,491456;17,084621
-24,186626;-47,001240;60,000000;689;4,867210;17,521957
-24,186691;-47,001186;61,000000;690;9,100533;16,380960
-24,186718;-47,001160;61,000000;692;3,739866;13,463516
-24,186766;-47,001110;60,000000;693;7,435616;13,384109
-24,186792;-47,001080;61,000000;695;4,353815;15,673733
-24,186865;-47,001030;62,000000;696;9,336288;16,805319
-24,186907;-47,001015;62,000000;698;5,054444;18,195997
-24,186953;-47,001015;63,000000;699;5,127980;18,460730
-24,186998;-47,001007;63,000000;700;4,986186;17,950270
-24,187050;-47,001003;63,000000;701;5,897594;21,231340
-24,187105;-47,001011;63,000000;702;6,116765;22,020353
-24,187164;-47,001022;63,000000;703;6,728247;24,221689
-24,187216;-47,001045;62,000000;704;6,192250;22,292099
-24,187269;-47,001080;65,000000;705;6,831531;24,593512
-24,187326;-47,001114;66,000000;706;7,328114;26,381210
-24,187391;-47,001156;67,000000;707;8,328574;29,982866
-24,187460;-47,001198;67,000000;708;8,831982;31,795134
-24,187527;-47,001244;66,000000;709;8,669173;31,209024
-24,187601;-47,001289;67,000000;710;9,326624;33,575848
-24,187681;-47,001347;67,000000;711;10,694515;38,500256
-24,187752;-47,001392;67,000000;712;9,335789;33,608841
-24,187819;-47,001434;67,000000;713;8,494195;30,579102
-24,187883;-47,001472;66,000000;714;8,161233;29,380438
-24,187946;-47,001507;66,000000;715;7,835376;28,207355
-24,188009;-47,001541;66,000000;716;7,665503;27,595810
-24,188072;-47,001575;65,000000;717;7,834821;28,205355
-24,188133;-47,001606;64,000000;718;7,514634;27,052681
-24,188194;-47,001644;64,000000;719;7,828468;28,182484
-24,188259;-47,001671;64,000000;720;7,731684;27,834063
-24,188332;-47,001694;64,000000;721;8,337755;30,015919
-24,188416;-47,001713;65,000000;722;9,466261;34,078541
-24,188498;-47,001713;62,000000;723;9,116508;32,819427
-24,188570;-47,001724;65,000000;724;8,283666;29,821196
-24,188644;-47,001736;65,000000;725;8,232722;29,637800
-24,188721;-47,001747;64,000000;726;8,658244;31,169680
-24,188801;-47,001736;62,000000;727;9,033450;32,520420
-24,188881;-47,001720;61,000000;728;9,033400;32,520237
-24,188957;-47,001709;61,000000;729;8,658748;31,171492
-24,189028;-47,001705;61,000000;730;7,794991;28,061966
-24,189098;-47,001705;62,000000;731;7,786908;28,032867
-24,189163;-47,001698;62,000000;732;7,250152;26,100548
-24,189228;-47,001678;61,000000;733;7,511033;27,039717
-24,189291;-47,001667;58,000000;734;7,103964;25,574270
-24,189360;-47,001652;59,000000;735;7,722367;27,800522
-24,189415;-47,001648;56,000000;736;6,306441;22,703188
-24,189480;-47,001640;56,000000;737;7,250152;26,100548
-24,189541;-47,001625;56,000000;738;6,790285;24,445024
-24,189600;-47,001606;55,000000;739;6,965344;25,075239
-24,189669;-47,001591;56,000000;740;7,722367;27,800522
-24,189739;-47,001575;55,000000;741;8,162889;29,386402
-24,189810;-47,001572;56,000000;742;7,795010;28,062037
-24,189886;-47,001568;56,000000;743;8,553440;30,792385
-24,189966;-47,001564;54,000000;744;8,932561;32,157219
-24,190050;-47,001553;52,000000;745;9,364305;33,711498
-24,190144;-47,001534;52,000000;746;10,464801;37,673283
-24,190214;-47,001534;51,000000;747;7,977397;28,718630
-24,190273;-47,001545;49,000000;748;6,540766;23,546757
-24,190315;-47,001572;47,000000;749;5,498897;19,796030
-24,190365;-47,001595;45,000000;750;6,018029;21,664904
-24,190426;-47,001614;44,000000;751;7,053472;25,392498
-24,190491;-47,001633;43,000000;752;7,510432;27,037556
-24,190559;-47,001659;42,000000;753;8,086862;29,112701
-24,190624;-47,001675;39,000000;754;7,349170;26,457010
-24,190666;-47,001709;32,000000;755;5,727444;20,618799
-24,190718;-47,001728;29,000000;756;6,244651;22,480745
-24,190773;-47,001740;27,000000;757;6,166054;22,197796
-24,190834;-47,001740;27,000000;758;6,837268;24,614164
-24,190891;-47,001732;27,000000;759;6,305509;22,699833
-24,190939;-47,001728;25,000000;760;5,329000;19,184402
-24,191027;-47,001720;25,000000;761;9,900221;17,820398
-24,191076;-47,001717;25,000000;763;5,518431;19,866352
-24,191130;-47,001713;24,000000;764;5,928123;21,341242
-24,191189;-47,001713;23,000000;765;6,647367;23,930519
-24,191244;-47,001709;23,000000;766;6,087949;21,916616
-24,191307;-47,001705;23,000000;767;7,036169;25,330208
-24,191368;-47,001694;23,000000;768;6,915950;24,897421
-24,191437;-47,001671;22,000000;769;7,975136;28,710489
-24,191505;-47,001629;22,000000;770;8,659789;31,175241
-24,191566;-47,001587;19,000000;771;8,002380;28,808569
-24,191624;-47,001537;20,000000;772;8,142426;29,312735
-24,191683;-47,001492;19,000000;773;8,029789;28,907240
-24,191740;-47,001442;19,000000;774;8,142407;29,312666
-24,191795;-47,001392;18,000000;775;7,925796;28,532864
-24,191849;-47,001350;18,000000;776;7,413125;26,687250
-24,191902;-47,001308;18,000000;777;7,207739;25,947861
-24,191959;-47,001263;18,000000;778;7,872692;28,341692
-24,192020;-47,001213;19,000000;779;8,588704;30,919334
-24,192081;-47,001160;20,000000;780;8,438293;30,377853
-24,192133;-47,001099;20,000000;781;8,447353;30,410473
-24,192179;-47,001034;20,000000;782;8,344782;30,041214
-24,192217;-47,000954;20,000000;783;9,393086;33,815113
-24,192257;-47,000885;20,000000;784;8,191544;29,489557
-24,192295;-47,000813;20,000000;785;8,390584;30,206102
-24,192333;-47,000744;20,000000;786;8,192094;29,491537
-24,192371;-47,000675;21,000000;787;8,091878;29,130760
-24,192408;-47,000633;21,000000;788;6,015679;21,656446
-24,192427;-47,000599;21,000000;789;4,045651;14,564343
-24,192461;-47,000542;20,000000;790;6,829372;12,292870
-24,192474;-47,000507;19,000000;792;3,710859;13,359091
-24,192505;-47,000435;20,000000;793;8,353980;15,037164
-24,192520;-47,000401;20,000000;795;3,863217;13,907580
-24,192566;-47,000320;19,000000;796;9,476734;17,058121
-24,192598;-47,000275;19,000000;798;6,045586;21,764111
-24,192629;-47,000233;19,000000;799;5,381928;19,374941
-24,192657;-47,000187;19,000000;800;5,542075;19,951471
-24,192690;-47,000141;18,000000;801;6,045611;21,764200
-24,192722;-47,000092;19,000000;802;6,046357;21,766886
-24,192760;-47,000038;19,000000;803;6,942629;24,993464
-24,192806;-46,999985;19,000000;804;7,552320;27,188351
-24,192862;-46,999935;19,000000;805;7,775879;27,993164
-24,192919;-46,999901;18,000000;806;7,328114;26,381210
-24,192978;-46,999882;18,000000;807;6,783641;24,421108
-24,193031;-46,999874;18,000000;808;6,116765;22,020353
-24,193085;-46,999870;18,000000;809;5,897594;21,231340
-24,193134;-46,999874;18,000000;810;5,519248;19,869293
-24,193188;-46,999878;18,000000;811;5,898359;21,234093
-24,193245;-46,999893;19,000000;812;6,685918;24,069304
-24,193302;-46,999912;19,000000;813;6,502647;23,409531
-24,193348;-46,999954;20,000000;814;6,826070;24,573853
-24,193386;-46,999989;20,000000;815;5,427810;19,540117
-24,193420;-47,000042;21,000000;816;6,437863;23,176306
-24,193453;-47,000088;22,000000;817;6,045611;21,764200
-24,193481;-47,000130;21,000000;818;5,264217;18,951181
-24,193516;-47,000164;20,000000;819;5,142030;18,511307
-24,193542;-47,000214;20,000000;820;6,020924;21,675325
-24,193565;-47,000259;20,000000;821;5,136736;18,492249
-24,193586;-47,000313;20,000000;822;6,068662;21,847183
-24,193611;-47,000397;18,000000;823;8,730383;31,429379
-24,193628;-47,000492;17,000000;824;9,885652;35,588345
-24,193649;-47,000584;16,000000;825;9,628718;34,663387
-24,193668;-47,000671;15,000000;826;9,292722;33,453800
-24,193687;-47,000725;15,000000;827;5,601151;20,164145
-24,193705;-47,000771;14,000000;828;5,209977;18,755917
-24,193731;-47,000828;15,000000;829;6,321959;22,759050
-24,193760;-47,000881;15,000000;830;6,321934;22,758963
-24,193796;-47,000938;15,000000;831;7,113919;25,610109
-24,193842;-47,000988;15,000000;832;7,058562;25,410822
-24,193899;-47,001022;15,000000;833;7,328093;26,381136
-24,193974;-47,001057;15,000000;834;8,871204;31,936337
-24,194038;-47,001076;15,000000;835;7,510412;27,037483
-24,194101;-47,001087;15,000000;836;7,103771;25,573574
-24,194174;-47,001083;14,000000;837;8,174481;29,428133
-24,194239;-47,001076;14,000000;838;7,250152;26,100548
-24,194300;-47,001045;15,000000;839;7,342866;26,434317
-24,194347;-47,001015;15,000000;840;6,165225;22,194809
-24,194395;-47,000973;16,000000;841;6,750349;24,301254
-24,194433;-47,000935;16,000000;842;5,798131;20,873274
-24,194466;-47,000896;17,000000;843;5,505370;19,819332
-24,194494;-47,000862;17,000000;844;4,607372;16,586540
-24,194519;-47,000820;17,000000;845;5,040151;18,144543
-24,194544;-47,000778;17,000000;846;4,935287;17,767031
-24,194576;-47,000698;17,000000;847;9,064276;16,315697
-24,194588;-47,000656;19,000000;849;4,365296;15,715067
-24,194597;-47,000565;18,000000;850;9,424731;16,964516
-24,194597;-47,000523;19,000000;852;4,158897;14,972031
-24,194592;-47,000500;22,000000;853;2,543324;2,288992
-24,194593;-47,000500;21,000000;857;0,190724;0,686608
-24,194588;-47,000500;21,000000;858;0,569772;0,256398
-24,194588;-47,000481;21,000000;866;1,732895;6,238421
-24,194590;-47,000408;21,000000;867;7,625400;13,725719
-24,194595;-47,000366;20,000000;869;4,226648;15,215932
-24,194607;-47,000317;20,000000;870;4,982568;17,937244
-24,194639;-47,000259;21,000000;871;6,907491;24,866968
-24,194685;-47,000198;20,000000;872;8,074028;29,066502
-24,194731;-47,000137;20,000000;873;8,074009;29,066433
-24,194778;-47,000069;20,000000;874;8,734961;31,445858
-24,194824;-47,000000;20,000000;875;8,620650;31,034342
-24,194866;-46,999935;20,000000;876;8,007277;28,826199
-24,194908;-46,999870;19,000000;877;8,116359;29,218891
-24,194954;-46,999813;19,000000;878;7,808861;28,111898
-24,195009;-46,999760;18,000000;879;7,996027;28,785698
-24,195070;-46,999702;18,000000;880;9,024393;32,487816
-24,195135;-46,999645;17,000000;881;9,315498;33,535793
-24,195196;-46,999596;18,000000;882;8,228906;29,624060
-24,195251;-46,999542;16,000000;883;8,367517;30,123062
-24,195303;-46,999496;16,000000;884;7,263200;26,147522
-24,195354;-46,999458;16,000000;885;7,053450;25,392420
-24,195402;-46,999420;17,000000;886;6,543453;23,556431
-24,195454;-46,999374;16,000000;887;7,263221;26,147596
-24,195501;-46,999321;16,000000;888;7,681368;27,652924
-24,195539;-46,999264;17,000000;889;7,222133;25,999680
-24,195572;-46,999210;18,000000;890;6,326949;22,777016
-24,195593;-46,999157;17,000000;891;6,067945;21,844601
-24,195604;-46,999104;18,000000;892;5,658841;20,371826
-24,195606;-46,999054;18,000000;893;4,864430;17,511950
-24,195601;-46,999001;18,000000;894;5,594707;20,140947
-24,195585;-46,998951;19,000000;895;5,142906;18,514462
-24,195560;-46,998867;21,000000;896;9,060861;16,309549
-24,195557;-46,998825;21,000000;898;4,196635;15,107887
-24,195553;-46,998730;22,000000;899;9,708927;17,476068
-24,195557;-46,998684;22,000000;901;4,520433;16,273560
-24,195560;-46,998634;22,000000;902;5,228952;18,824228
-24,195564;-46,998581;22,000000;903;5,556700;20,004122
-24,195574;-46,998528;22,000000;904;5,320418;19,153505
-24,195587;-46,998470;22,000000;905;6,038123;21,737244
-24,195604;-46,998409;22,000000;906;6,519268;23,469364
-24,195629;-46,998344;22,000000;907;7,172622;25,821438
-24,195660;-46,998276;21,000000;908;7,727037;27,817333
-24,195692;-46,998211;21,000000;909;7,507410;27,026674
-24,195724;-46,998142;20,000000;910;7,812344;28,124439
-24,195753;-46,998081;20,000000;911;7,022057;25,279406
-24,195774;-46,998032;20,000000;912;5,359260;19,293335
-24,195795;-46,997978;20,000000;913;5,993904;21,578053
-24,195818;-46,997917;20,000000;914;6,779652;24,406748
-24,195841;-46,997852;21,000000;915;7,031062;25,311823
-24,195860;-46,997776;21,000000;916;7,903559;28,452812
-24,195877;-46,997704;21,000000;917;7,519412;27,069881
-24,195894;-46,997631;22,000000;918;7,855511;28,279840
-24,195911;-46,997559;23,000000;919;7,520031;27,072113
-24,195927;-46,997490;23,000000;920;7,137963;25,696669
-24,195950;-46,997433;22,000000;921;6,463027;23,266895
-24,195972;-46,997368;21,000000;922;7,031062;25,311823
-24,196001;-46,997299;21,000000;923;7,645477;27,523718
-24,196033;-46,997234;21,000000;924;7,507410;27,026674
-24,196070;-46,997166;20,000000;925;7,995463;28,783667
-24,196106;-46,997108;19,000000;926;7,113307;25,607904
-24,196131;-46,997055;18,000000;927;5,926601;21,335766
-24,196161;-46,996971;18,000000;928;9,311609;16,760897
-24,196171;-46,996937;18,000000;930;3,592278;12,932200
-24,196184;-46,996872;18,000000;931;6,755667;12,160201
-24,196180;-46,996826;18,000000;933;4,520433;16,273560
-24,196173;-46,996769;17,000000;934;5,966032;21,477715
-24,196152;-46,996700;16,000000;935;7,294195;26,259102
-24,196123;-46,996620;17,000000;936;8,919881;32,111572
-24,196091;-46,996540;16,000000;937;8,747872;31,492340
-24,196049;-46,996460;15,000000;938;9,482918;34,138504
-24,196007;-46,996384;15,000000;939;8,980318;32,329144
-24,195965;-46,996315;15,000000;940;8,294379;29,859766
-24,195927;-46,996246;14,000000;941;8,192112;29,491604
-24,195883;-46,996181;14,000000;942;8,228888;29,623995
-24,195843;-46,996117;14,000000;943;7,900706;28,442541
-24,195803;-46,996040;14,000000;944;9,087626;32,715450
-24,195770;-46,995968;15,000000;945;8,121912;29,238884
-24,195744;-46,995892;15,000000;946;8,206391;29,543009
-24,195728;-46,995815;15,000000;947;7,811747;28,122290
-24,195719;-46,995739;14,000000;948;8,049978;28,979921
-24,195719;-46,995655;15,000000;949;8,315571;29,936054
-24,195732;-46,995567;14,000000;950;9,135642;32,888313
-24,195757;-46,995483;14,000000;951;9,118830;32,827785
-24,195795;-46,995399;14,000000;952;9,306281;33,502613
-24,195833;-46,995312;14,000000;953;9,930234;35,748844
-24,195866;-46,995220;14,000000;954;10,026482;36,095333
-24,195890;-46,995136;14,000000;955;8,789506;31,642221
-24,195904;-46,995049;14,000000;956;9,135626;32,888252
-24,195900;-46,994972;14,000000;957;7,631310;27,472717
-24,195890;-46,994911;14,000000;958;6,339028;22,820501
-24,195885;-46,994862;15,000000;959;5,228119;18,821230
-24,195868;-46,994774;16,000000;960;8,867663;15,961794
-24,195873;-46,994728;16,000000;962;4,884780;17,585207
-24,195875;-46,994675;15,000000;963;5,201315;18,724733
-24,195869;-46,994621;17,000000;964;5,572206;20,059940
-24,195860;-46,994572;16,000000;965;5,320446;19,153608
-24,195862;-46,994514;15,000000;966;5,546169;19,966209
-24,195864;-46,994450;16,000000;967;6,586037;23,709732
-24,195869;-46,994392;16,000000;968;5,938736;21,379450
-24,195871;-46,994335;16,000000;969;5,893005;21,214819
-24,195868;-46,994274;17,000000;970;6,248065;22,493036
-24,195858;-46,994179;18,000000;971;9,768190;17,582743
-24,195850;-46,994129;18,000000;973;4,909639;17,674702
-24,195848;-46,994076;19,000000;974;5,556727;20,004219
-24,195845;-46,994019;20,000000;975;5,902206;21,247942
-24,195841;-46,993954;20,000000;976;6,593540;23,736744
-24,195841;-46,993889;21,000000;977;6,582613;23,697407
-24,195841;-46,993820;22,000000;978;6,928999;24,944397
-24,195854;-46,993744;22,000000;979;7,772399;27,980637
-24,195873;-46,993664;23,000000;980;8,238763;29,659546
-24,195894;-46,993584;23,000000;981;8,622220;31,039991
-24,195910;-46,993504;24,000000;982;8,150176;29,340633
-24,195917;-46,993423;24,000000;983;8,370139;30,132502
-24,195915;-46,993347;25,000000;984;7,632512;27,477043
-24,195913;-46,993275;27,000000;985;7,278788;26,203636
-24,195910;-46,993206;28,000000;986;6,940702;24,986526
-24,195900;-46,993137;29,000000;987;7,337952;26,416628
-24,195889;-46,993076;30,000000;988;6,038148;21,737335
-24,195881;-46,993008;30,000000;989;7,337317;26,414339
-24,195871;-46,992943;30,000000;990;6,650734;23,942644
-24,195862;-46,992874;31,000000;991;7,022079;25,279482
-24,195854;-46,992802;31,000000;992;7,315777;26,336796
-24,195845;-46,992733;32,000000;993;7,022720;25,281794
-24,195833;-46,992664;32,000000;994;7,056006;25,401623
-24,195814;-46,992599;32,000000;995;6,906164;24,862190
-24,195791;-46,992531;32,000000;996;7,356342;26,482830
-24,195768;-46,992466;32,000000;997;7,099327;25,557575
-24,195742;-46,992401;32,000000;998;7,172622;25,821438
-24,195715;-46,992336;33,000000;999;7,250173;26,100624
-24,195688;-46,992279;33,000000;1000;6,542741;23,553867
-24,195667;-46,992229;33,000000;1001;5,442742;19,593872
-24,195637;-46,992165;34,000000;1002;7,417402;13,351323
-24,195627;-46,992134;34,000000;1004;3,260671;11,738416
-24,195616;-46,992058;33,000000;1005;8,079610;14,543298
-24,195614;-46,992001;33,000000;1007;5,546955;19,969036
-24,195610;-46,991943;33,000000;1008;5,902180;21,247849
-24,195608;-46,991890;33,000000;1009;5,546955;19,969036
-24,195602;-46,991806;35,000000;1010;8,349717;15,029490
-24,195599;-46,991776;35,000000;1012;3,140934;11,307361
-24,195576;-46,991695;34,000000;1013;8,674374;5,204624
-24,195572;-46,991676;33,000000;1019;1,824245;6,567282
-24,195555;-46,991596;32,000000;1020;8,529704;10,235645
-24,195547;-46,991562;32,000000;1023;3,546804;12,768495
-24,195536;-46,991486;30,000000;1024;7,738175;13,928715
-24,195528;-46,991436;29,000000;1026;5,253070;18,911053
-24,195520;-46,991375;29,000000;1027;6,308369;22,710127
-24,195515;-46,991306;28,000000;1028;6,953034;25,030924
-24,195513;-46,991226;29,000000;1029;7,971177;28,696238
-24,195513;-46,991154;29,000000;1030;7,275606;26,192181
-24,195515;-46,991081;28,000000;1031;7,624828;27,449383
-24,195520;-46,991013;28,000000;1032;6,953012;25,030846
-24,195522;-46,990952;28,000000;1033;6,238653;22,459150
-24,195518;-46,990891;28,000000;1034;5,902180;21,247849
-24,195515;-46,990829;28,000000;1035;6,248763;22,495546
-24,195507;-46,990772;28,000000;1036;5,966006;21,477621
-24,195501;-46,990719;29,000000;1037;5,572933;20,062557
-24,195501;-46,990662;29,000000;1038;5,542889;19,954399
-24,195499;-46,990604;29,000000;1039;5,893005;21,214819
-24,195499;-46,990551;29,000000;1040;5,543702;19,957327
-24,195499;-46,990490;30,000000;1041;6,237231;22,454033
-24,195503;-46,990421;31,000000;1042;6,940053;24,984190
-24,195507;-46,990353;31,000000;1043;6,940031;24,984110
-24,195511;-46,990288;31,000000;1044;6,607885;23,788387
-24,195513;-46,990227;31,000000;1045;6,239376;22,461752
-24,195513;-46,990173;32,000000;1046;5,196979;18,709124
-24,195511;-46,990078;33,000000;1047;9,703353;17,466036
-24,195518;-46,990044;34,000000;1049;3,546847;12,768649
-24,195536;-46,989975;35,000000;1050;7,520031;13,536057
-24,195543;-46,989933;35,000000;1052;4,264843;15,353435
-24,195553;-46,989883;35,000000;1053;4,942590;17,793325
-24,195566;-46,989830;36,000000;1054;5,747389;20,690599
-24,195580;-46,989773;37,000000;1055;6,082788;21,898035
-24,195595;-46,989716;36,000000;1056;6,133721;22,081396
-24,195602;-46,989647;36,000000;1057;6,971146;25,096127
-24,195610;-46,989590;37,000000;1058;5,623673;20,245224
-24,195621;-46,989536;37,000000;1059;5,659611;20,374599
-24,195639;-46,989487;37,000000;1060;5,601151;20,164145
-24,195662;-46,989433;37,000000;1061;5,754418;20,715906
-24,195692;-46,989380;38,000000;1062;6,512371;23,444536
-24,195726;-46,989334;38,000000;1063;5,891475;21,209311
-24,195757;-46,989296;39,000000;1064;5,120061;18,432219
-24,195789;-46,989250;40,000000;1065;6,045611;21,764200
-24,195827;-46,989197;40,000000;1066;6,668338;24,006016
-24,195869;-46,989140;40,000000;1067;7,565443;27,235594
-24,195910;-46,989090;41,000000;1068;6,788979;24,440325
-24,195955;-46,989037;41,000000;1069;7,300970;26,283493
-24,195999;-46,988983;40,000000;1070;7,423478;26,724522
-24,196039;-46,988930;41,000000;1071;7,057306;25,406301
-24,196075;-46,988876;41,000000;1072;6,551693;23,586096
-24,196114;-46,988823;42,000000;1073;7,057945;25,408602
-24,196159;-46,988766;43,000000;1074;7,686082;27,669897
-24,196211;-46,988708;43,000000;1075;8,086843;29,112633
-24,196266;-46,988647;43,000000;1076;8,708077;31,349079
-24,196325;-46,988586;43,000000;1077;9,114379;32,811764
-24,196384;-46,988537;43,000000;1078;8,288398;29,838232
-24,196444;-46,988487;43,000000;1079;8,228888;29,623995
-24,196503;-46,988441;43,000000;1080;8,228888;29,623995
-24,196564;-46,988396;43,000000;1081;8,029770;28,907171
-24,196627;-46,988350;42,000000;1082;8,346961;30,049059
-24,196686;-46,988304;42,000000;1083;8,228888;29,623995
-24,196745;-46,988262;42,000000;1084;7,680193;27,648697
-24,196800;-46,988216;42,000000;1085;7,718259;27,785734
-24,196857;-46,988167;41,000000;1086;8,141873;29,310743
-24,196913;-46,988117;42,000000;1087;8,141873;29,310743
-24,196957;-46,988083;40,000000;1088;5,877787;21,160032
-24,196999;-46,988049;39,000000;1089;5,877709;21,159752
-24,197041;-46,988014;39,000000;1090;5,877683;21,159660
-24,197092;-46,987976;38,000000;1091;6,855072;24,678261
-24,197155;-46,987934;38,000000;1092;8,165632;29,396276
-24,197231;-46,987892;37,000000;1093;9,333873;33,601944
-24,197311;-46,987858;36,000000;1094;9,575657;34,472366
-24,197399;-46,987823;35,000000;1095;10,586047;38,109772
-24,197483;-46,987793;36,000000;1096;9,710320;34,957153
-24,197571;-46,987751;35,000000;1097;10,682296;38,456264
-24,197647;-46,987713;34,000000;1098;9,357995;33,688782
-24,197723;-46,987671;33,000000;1099;9,333390;33,600204
-24,197803;-46,987621;32,000000;1100;10,329075;37,184669
-24,197878;-46,987576;31,000000;1101;9,493372;34,176140
-24,197952;-46,987518;31,000000;1102;10,069113;36,248806
-24,198019;-46,987446;31,000000;1103;10,519379;37,869762
-24,198090;-46,987354;30,000000;1104;12,171836;43,818611
-24,198153;-46,987274;29,000000;1105;10,625160;38,250576
-24,198221;-46,987183;26,000000;1106;12,050944;43,383400
-24,198290;-46,987106;25,000000;1107;11,009880;39,635567
-24,198374;-46,987026;23,000000;1108;12,251994;44,107178
-24,198462;-46,986965;22,000000;1109;11,680346;42,049244
-24,198551;-46,986919;22,000000;1110;10,854790;39,077244
-24,198647;-46,986893;21,000000;1111;10,991026;39,567692
-24,198738;-46,986900;20,000000;1112;10,279630;37,006668
-24,198833;-46,986919;20,000000;1113;10,836914;39,012890
-24,198935;-46,986946;20,000000;1114;11,543262;41,555740
-24,199038;-46,986980;20,000000;1115;11,910453;42,877632
-24,199144;-46,987019;20,000000;1116;12,557631;45,207474
-24,199245;-46,987064;18,000000;1117;12,076670;43,476009
-24,199350;-46,987103;19,000000;1118;12,195890;43,905205
-24,199455;-46,987137;18,000000;1119;12,274385;44,187786
-24,199558;-46,987171;20,000000;1120;11,910504;42,877815
-24,199663;-46,987217;21,000000;1121;12,559798;45,215275
-24,199770;-46,987255;21,000000;1122;12,557631;45,207474
-24,199875;-46,987293;21,000000;1123;12,196248;43,906494
-24,199980;-46,987343;23,000000;1124;12,871172;46,336220
-24,200075;-46,987392;24,000000;1125;11,689993;42,083973
-24,200169;-46,987461;24,000000;1126;12,377530;44,559109
-24,200256;-46,987522;25,000000;1127;11,680346;42,049244
-24,200350;-46,987583;26,000000;1128;12,165908;43,797268
-24,200443;-46,987644;27,000000;1129;12,002855;43,210278
-24,200535;-46,987701;27,000000;1130;11,826493;42,575375
-24,200626;-46,987751;28,000000;1131;11,173702;40,225327
-24,200716;-46,987785;28,000000;1132;10,645496;38,323788
-24,200802;-46,987808;29,000000;1133;9,800909;35,283272
-24,200893;-46,987835;28,000000;1134;10,623887;38,245995
-24,200975;-46,987869;29,000000;1135;9,752946;35,110607
-24,201052;-46,987930;30,000000;1136;10,580509;38,089832
-24,201120;-46,987995;30,000000;1137;10,052082;36,187496
-24,201180;-46,988068;30,000000;1138;9,727934;35,020561
-24,201233;-46,988152;30,000000;1139;10,580920;38,091312
-24,201290;-46,988235;30,000000;1140;10,412536;37,485130
-24,201345;-46,988319;30,000000;1141;10,691141;38,488110
-24,201401;-46,988400;36,000000;1142;10,022532;36,081112
-24,201452;-46,988476;33,000000;1143;9,516745;34,260281
-24,201511;-46,988544;30,000000;1144;9,855169;35,478611
-24,201576;-46,988609;29,000000;1145;9,768652;35,167149
-24,201643;-46,988682;28,000000;1146;10,382628;37,377464
-24,201717;-46,988747;31,000000;1147;10,489462;37,762062
-24,201796;-46,988808;29,000000;1148;10,733710;38,641357
-24,201874;-46,988869;27,000000;1149;10,733710;38,641357
-24,201950;-46,988918;26,000000;1150;9,826638;35,375896
-24,202026;-46,988960;25,000000;1151;9,333873;33,601944
-24,202112;-46,988991;25,000000;1152;10,175572;36,632061
-24,202211;-46,989002;22,000000;1153;11,102158;39,967766
-24,202324;-46,989006;20,000000;1154;12,539715;45,142975
-24,202435;-46,989010;18,000000;1155;12,160014;43,776051
-24,202541;-46,989014;18,000000;1156;11,970117;43,092419
-24,202644;-46,989017;18,000000;1157;11,400589;41,042122
-24,202730;-46,989017;16,000000;1158;9,686193;34,870293
-24,202818;-46,989002;16,000000;1159;9,784779;35,225204
-24,202913;-46,988991;16,000000;1160;10,725669;38,612408
-24,203014;-46,988972;16,000000;1161;11,338326;40,817970
-24,203115;-46,988949;16,000000;1162;11,464873;41,273544
-24,203220;-46,988926;16,000000;1163;12,022361;43,280499
-24,203304;-46,988907;16,000000;1164;9,466245;34,078480
-24,203388;-46,988888;16,000000;1165;9,535533;34,327919
-24,203463;-46,988869;17,000000;1166;8,348581;30,054893
-24,203533;-46,988850;18,000000;1167;8,243140;29,675304
-24,203606;-46,988831;18,000000;1168;8,243122;29,675240
-24,203678;-46,988815;17,000000;1169;8,283518;29,820663
-24,203766;-46,988796;17,000000;1170;9,906139;35,662102
-24,203856;-46,988762;18,000000;1171;10,645086;38,322311
-24,203951;-46,988720;17,000000;1172;11,242494;40,472977
-24,204044;-46,988670;16,000000;1173;11,667213;42,001968
-24,204134;-46,988613;15,000000;1174;11,491599;41,369759
-24,204222;-46,988552;15,000000;1175;11,520584;41,474102
-24,204304;-46,988495;16,000000;1176;10,853558;39,072807
-24,204378;-46,988445;16,000000;1177;9,662359;34,784492
-24,204453;-46,988400;15,000000;1178;9,498595;34,194942
-24,204529;-46,988358;15,000000;1179;9,504273;34,215385
-24,204599;-46,988316;14,000000;1180;8,827403;31,778650
-24,204678;-46,988274;14,000000;1181;9,829375;35,385750
-24,204754;-46,988235;13,000000;1182;9,358478;33,690521
-24,204836;-46,988194;11,000000;1183;10,019345;36,069645
-24,205002;-46,988102;8,000000;1185;10,168541;36,606747
-24,205088;-46,988052;8,000000;1186;10,825674;38,972427
